Time_Step,Open,High,Low,Close,Adj Close,Volume,Day_of_Week,Month,Price_Movement,Target_Close_7d,Price_Increase_7d,Daily_Return,Volatility,SMA_7,SMA_30,SMA_100,Std_Dev_100,Upper_Band,Lower_Band,Momentum_ROC,Sentiment_Score
611,6.688,6.8,6.574,6.738,6.738,5517000,3,11,0.154,6.914,1,0.013843,0.027202,6.541143,6.079467,5.96238,0.383199,6.728778,5.195982,8.712499999999999,10
612,6.726,6.856,6.602,6.764,6.764,7101500,4,11,0.164,7.056,1,0.003859,0.026944,6.564571,6.117867,5.96704,0.390093,6.747226,5.186854,7.3992,10
613,6.778,7.0,6.7,6.924,6.924,10428500,0,12,0.43,7.052,1,0.023655,0.026246,6.626,6.156533,5.97374,0.400681,6.775102,5.172378,10.7131,10
614,6.816,6.96,6.71,6.78,6.78,6316500,1,12,0.354,6.722,0,-0.020797,0.026681,6.676571,6.1956,5.97852,0.407431,6.793382,5.163658,7.5849,10
615,6.764,6.838,6.716,6.742,6.742,3307500,2,12,0.288,6.762,1,-0.005605,0.019216,6.717714,6.2354,5.98054,0.410731,6.802002,5.159078,3.0887,10
616,6.764,6.96,6.7,6.78,6.78,3302000,3,12,0.35,6.88,1,0.005636,0.018929,6.767714,6.275733,5.97984,0.409291,6.798422,5.161258,-1.0219,10
617,6.86,6.898,6.77,6.834,6.834,3322000,4,12,0.188,6.918,1,0.007965,0.018855,6.794571,6.314267,5.97626,0.400042,6.776344,5.176176,-4.9778,10
618,6.886,6.96,6.836,6.914,6.914,4649000,0,12,0.176,6.922,1,0.011706,0.018742,6.819714,6.361933,5.9787,0.40503,6.78876,5.16864,3.6582,10
619,6.92,7.1,6.892,7.056,7.056,7863000,1,12,0.292,6.886,0,0.020538,0.01704,6.861429,6.413667,5.98496,0.416743,6.818446,5.151474,9.7356,10
620,7.042,7.16,6.99,7.052,7.052,10319000,2,12,0.128,6.8,0,-0.000567,0.016641,6.879714,6.4662,5.99094,0.427688,6.846316,5.135564,9.2656,10
621,7.052,7.06,6.55,6.722,6.722,10756500,3,12,-0.058,6.856,1,-0.046795,0.020028,6.871429,6.502733,5.99458,0.432367,6.859314,5.129846,5.7251,10
622,6.756,6.88,6.718,6.762,6.762,5115000,4,12,0.02,6.718,0,0.005951,0.019892,6.874286,6.533133,6.00088,0.43893,6.87874,5.12302,10.274,10
623,6.754,6.9,6.75,6.88,6.88,4124500,0,12,0.1,6.738,0,0.01745,0.019463,6.888571,6.569667,6.01,0.447628,6.905256,5.114744,15.2815,10
624,6.852,7.014,6.852,6.918,6.918,7769500,1,12,0.084,6.644,0,0.005523,0.018404,6.900571,6.590267,6.02128,0.45616,6.9336,5.10896,19.4819,10
625,6.95,7.052,6.904,6.922,6.922,6494000,2,12,0.008,6.774,0,0.000578,0.017096,6.901714,6.613333,6.03424,0.463172,6.960584,5.107896,23.0359,10
626,6.902,6.958,6.81,6.886,6.886,4606000,3,12,-0.17,7.072,1,-0.005201,0.017179,6.877429,6.6326,6.04408,0.470726,6.985532,5.102628,16.6723,10
627,6.788,6.834,6.716,6.8,6.8,7462000,4,12,-0.252,6.954,1,-0.012489,0.017007,6.841429,6.650533,6.05738,0.473124,7.003628,5.111132,24.3144,10
628,6.728,6.87,6.71,6.856,6.856,1879000,0,12,0.134,6.88,1,0.008235,0.016791,6.860571,6.676933,6.0711,0.476212,7.023524,5.118676,25.0182,10
629,6.792,6.9,6.7,6.718,6.718,3007000,2,12,-0.044,6.868,1,-0.020128,0.017542,6.854286,6.693733,6.08578,0.473262,7.032304,5.139256,27.9619,10
630,6.7,6.782,6.6,6.738,6.738,2805500,3,12,-0.142,6.736,0,0.002977,0.017492,6.834,6.7076,6.10096,0.469542,7.040044,5.161876,29.0805,10
631,6.676,6.73,6.604,6.644,6.644,2070500,4,12,-0.274,6.728,1,-0.013951,0.016285,6.794857,6.719867,6.11286,0.468058,7.048976,5.176744,21.8188,10
632,6.6,6.794,6.6,6.774,6.774,2974500,0,12,-0.148,6.706,0,0.019567,0.016572,6.773714,6.7402,6.12406,0.470361,7.064782,5.183338,19.809,10
633,7.0,7.09,6.942,7.072,7.072,5974000,2,1,0.186,6.582,0,0.043992,0.019112,6.800286,6.763667,6.13428,0.479745,7.09377,5.17479,16.892599999999998,10
634,7.036,7.09,6.95,6.954,6.954,3710000,3,1,0.154,6.652,0,-0.016686,0.018884,6.822286,6.776,6.14564,0.485594,7.116828,5.174452,19.5256,10
635,6.96,6.96,6.784,6.88,6.88,3370000,4,1,0.024,6.78,0,-0.010641,0.018439,6.825714,6.785333,6.15562,0.490353,7.136326,5.174914,16.967,10
636,6.96,6.96,6.78,6.868,6.868,2210000,0,1,0.15,6.82,0,-0.001744,0.018391,6.847143,6.7978,6.16442,0.495187,7.154794,5.174046,14.6961,10
637,6.9,6.9,6.622,6.736,6.736,6420000,1,1,-0.002,6.876,1,-0.01922,0.018874,6.846857,6.808133,6.16944,0.498434,7.166308,5.172572,8.0526,10
638,6.802,6.838,6.68,6.728,6.728,3490000,2,1,0.084,6.904,1,-0.001188,0.018783,6.858857,6.817267,6.17788,0.500692,7.179264,5.176496,14.344,10
639,6.774,6.798,6.676,6.706,6.706,4612500,3,1,-0.068,7.038,1,-0.00327,0.018576,6.849143,6.826467,6.18614,0.502538,7.191216,5.181064,14.0476,10
640,6.808,6.808,6.422,6.582,6.582,7816000,4,1,-0.49,7.2,1,-0.018491,0.018233,6.779143,6.824333,6.19136,0.503924,7.199208,5.183512,8.6139,10
641,6.616,6.676,6.57,6.652,6.652,4625500,0,1,-0.302,7.398,1,0.010635,0.018474,6.736,6.821467,6.19786,0.505646,7.209152,5.186568,10.8297,10
642,6.622,6.85,6.616,6.78,6.78,8121000,1,1,-0.1,7.396,1,0.019242,0.016037,6.721714,6.822,6.20664,0.508074,7.222788,5.190492,14.8763,10
643,6.77,6.846,6.746,6.82,6.82,6891000,2,1,-0.048,7.606,1,0.0059,0.016037,6.714857,6.818533,6.21662,0.510239,7.237098,5.196142,17.1419,10
644,6.832,6.97,6.784,6.876,6.876,7183500,3,1,0.14,7.59,1,0.008211,0.015672,6.734857,6.821733,6.22548,0.513943,7.253366,5.197594,14.7913,10
645,6.948,6.956,6.764,6.904,6.904,17775500,4,1,0.176,7.504,1,0.004072,0.01565,6.76,6.827133,6.23306,0.51833,7.26972,5.1964,12.3332,10
646,6.912,7.11,6.852,7.038,7.038,9601000,1,1,0.332,7.502,1,0.019409,0.016213,6.807429,6.835733,6.24444,0.523412,7.291264,5.197616,19.2881,10
647,7.004,7.248,6.992,7.2,7.2,7821500,2,1,0.618,7.66,1,0.023018,0.016838,6.895714,6.847933,6.2598,0.528717,7.317234,5.202366,27.1186,10
648,7.2,7.544,7.168,7.398,7.398,9852000,3,1,0.746,7.548,1,0.0275,0.01734,7.002286,6.864067,6.2764,0.538144,7.352688,5.200112,28.9299,10
649,7.4,7.508,7.36,7.396,7.396,6439000,4,1,0.616,7.626,1,-0.00027,0.01734,7.090286,6.8754,6.29354,0.546255,7.38605,5.20103,30.1654,10
650,7.372,7.742,7.372,7.606,7.606,9930000,0,1,0.786,7.834,1,0.028394,0.01723,7.202571,6.893867,6.31278,0.55825,7.42928,5.19628,33.8613,10
651,7.62,7.688,7.426,7.59,7.59,7133000,1,1,0.714,7.896,1,-0.002104,0.017311,7.304571,6.9228,6.33164,0.569225,7.47009,5.19319,33.0645,10
652,7.57,7.6,7.486,7.504,7.504,4840500,2,1,0.6,7.848,1,-0.011331,0.01717,7.390286,6.947533,6.3504,0.576666,7.503732,5.197068,33.3333,10
653,7.574,7.574,7.386,7.502,7.502,4507000,3,1,0.464,7.684,1,-0.000267,0.016928,7.456571,6.968267,6.36954,0.582837,7.535214,5.203866,34.252,10
654,7.634,7.7,7.524,7.66,7.66,5503000,4,2,0.46,7.578,0,0.021061,0.014906,7.522286,6.993,6.38904,0.593078,7.575196,5.202884,34.1506,10
655,7.68,7.684,7.518,7.548,7.548,5640000,0,2,0.15,7.69,1,-0.014621,0.01477,7.543714,7.013867,6.40582,0.601917,7.609654,5.201986,28.586,10
656,7.6,7.73,7.536,7.626,7.626,6551000,1,2,0.23,7.654,1,0.010334,0.014434,7.576571,7.038533,6.42734,0.606716,7.640772,5.213908,39.3131,10
657,7.636,7.878,7.58,7.834,7.834,9466000,2,2,0.228,7.408,0,0.027275,0.015128,7.609143,7.073,6.45008,0.616417,7.682914,5.217246,40.8993,10
658,7.838,7.936,7.79,7.896,7.896,5983000,3,2,0.306,7.856,0,0.007914,0.013943,7.652857,7.107667,6.47248,0.627863,7.728206,5.216754,39.604,10
659,7.89,8.0,7.828,7.848,7.848,5699000,4,2,0.344,7.708,0,-0.006079,0.014138,7.702,7.145333,6.492,0.639986,7.771972,5.212028,33.1072,10
660,7.596,7.83,7.5,7.684,7.684,16331500,0,2,0.182,7.032,0,-0.020897,0.015283,7.728,7.176867,6.50806,0.649571,7.807202,5.208918,26.4232,10
661,7.69,7.774,7.458,7.578,7.578,11306500,1,2,-0.082,7.222,0,-0.013795,0.014928,7.716286,7.208,6.51876,0.658323,7.835406,5.202114,16.441300000000002,10
662,7.66,7.8,7.61,7.69,7.69,4834000,2,2,0.142,6.876,0,0.01478,0.015008,7.736571,7.238533,6.53298,0.668137,7.869254,5.196706,22.6867,10
663,7.728,7.75,7.642,7.654,7.654,4953500,3,2,0.028,6.886,0,-0.004681,0.014943,7.740571,7.257933,6.54742,0.676636,7.900692,5.194148,23.2528,10
664,7.7,7.702,7.39,7.408,7.408,10088000,4,2,-0.426,7.02,0,-0.03214,0.017093,7.679714,7.273067,6.5597,0.681029,7.921758,5.197642,19.8706,10
665,7.472,7.858,7.462,7.856,7.856,13507000,1,2,-0.04,6.966,0,0.060475,0.021067,7.674,7.3056,6.57822,0.690876,7.959972,5.196468,30.8461,0
666,7.86,7.93,7.692,7.708,7.708,15610000,2,2,-0.14,6.93,0,-0.018839,0.021784,7.654,7.3336,6.59398,0.698527,7.991034,5.196926,25.7012,0
667,7.298,7.478,6.908,7.032,7.032,45189000,3,2,-0.652,7.116,1,-0.087701,0.029524,7.560857,7.343467,6.60898,0.691563,7.992106,5.225854,27.115,0
668,7.144,7.278,7.12,7.222,7.222,12736500,4,2,-0.356,7.33,1,0.027019,0.02969,7.51,7.359933,6.62612,0.685211,7.996542,5.255698,31.1184,10
669,7.23,7.35,6.868,6.876,6.876,14447000,0,2,-0.814,7.538,1,-0.047909,0.03081,7.393714,7.3656,6.6379,0.679193,7.996286,5.279514,20.6739,10
670,6.892,6.992,6.76,6.886,6.886,13814500,1,2,-0.768,7.646,1,0.001454,0.03082,7.284,7.375733,6.6482,0.675013,7.998226,5.298174,17.5888,10
671,6.882,7.082,6.88,7.02,7.02,9796000,2,2,-0.388,7.694,1,0.01946,0.030425,7.228571,7.388,6.66008,0.670945,8.00197,5.31819,20.3704,10
672,7.178,7.22,6.874,6.966,6.966,9824500,3,2,-0.89,7.82,1,-0.007692,0.030438,7.101429,7.3942,6.67014,0.667877,8.005894,5.334386,16.8792,10
673,7.0,7.016,6.85,6.93,6.93,7733000,4,3,-0.778,7.824,1,-0.005168,0.030389,6.990286,7.397867,6.68084,0.663322,8.007484,5.354196,18.2594,10
674,6.954,7.166,6.94,7.116,7.116,8788500,0,3,0.084,7.796,1,0.02684,0.031094,7.002286,7.405867,6.6932,0.659755,8.01271,5.37369,21.0204,10
675,7.2,7.384,7.158,7.33,7.33,10435000,1,3,0.108,7.37,1,0.030073,0.031488,7.017714,7.420067,6.70872,0.656254,8.021228,5.396212,26.8605,10
676,7.402,7.576,7.394,7.538,7.538,5750000,2,3,0.662,7.058,0,0.028377,0.031994,7.112286,7.436733,6.7256,0.655652,8.036904,5.414296,28.8547,10
677,7.546,7.73,7.376,7.646,7.646,5791500,3,3,0.76,7.03,0,0.014327,0.032068,7.220857,7.4516,6.74532,0.653355,8.05203,5.43861,34.755,10
678,7.612,7.888,7.472,7.694,7.694,4560500,4,3,0.674,7.016,0,0.006278,0.031518,7.317143,7.461467,6.76546,0.651222,8.067904,5.463016,35.4577,10
679,7.774,7.888,7.73,7.82,7.82,7897500,0,3,0.854,7.19,0,0.016376,0.031683,7.439143,7.4756,6.78702,0.650076,8.087172,5.486868,38.065,10
680,7.78,7.876,7.77,7.824,7.824,6375500,1,3,0.894,7.202,0,0.000512,0.031652,7.566857,7.482867,6.80998,0.645691,8.101362,5.518598,41.534,10
681,7.8,7.898,7.762,7.796,7.796,4110000,2,3,0.68,7.324,0,-0.003579,0.031294,7.664,7.489733,6.83328,0.638705,8.11069,5.55587,42.6271,10
682,7.78,7.782,7.354,7.37,7.37,10105000,3,3,0.04,7.506,1,-0.054643,0.033465,7.669714,7.485267,6.85086,0.628869,8.108598,5.593122,31.3257,10
683,7.328,7.33,7.042,7.058,7.058,16398000,4,3,-0.48,7.572,1,-0.042334,0.034444,7.601143,7.470467,6.8638,0.619522,8.102844,5.624756,22.4497,10
684,7.06,7.212,6.984,7.03,7.03,6580500,0,3,-0.616,7.632,1,-0.003967,0.034443,7.513143,7.449467,6.87802,0.606591,8.091202,5.664838,25.3566,10
685,7.05,7.12,6.988,7.016,7.016,5492500,1,3,-0.678,7.578,1,-0.001991,0.03381,7.416286,7.431733,6.8927,0.591658,8.076016,5.709384,26.46,10
686,7.052,7.214,7.032,7.19,7.19,7115000,2,3,-0.63,8.786,1,0.0248,0.031317,7.326286,7.4172,6.9089,0.577075,8.06305,5.75475,29.0844,10
687,7.19,7.412,7.148,7.202,7.202,5731500,3,3,-0.622,8.868,1,0.001669,0.031142,7.237429,7.396133,6.92414,0.56422,8.05258,5.7957,26.8404,10
688,7.24,7.36,7.24,7.324,7.324,2201000,4,3,-0.472,8.22,1,0.01694,0.024542,7.17,7.377067,6.94254,0.546505,8.03555,5.84953,33.5522,10
689,7.42,7.704,7.354,7.506,7.506,11894000,0,3,0.136,8.402,1,0.02485,0.024437,7.189429,7.365667,6.96256,0.529685,8.02193,5.90319,36.3735,10
690,7.596,7.644,7.532,7.572,7.572,9041000,1,3,0.514,8.274,1,0.008793,0.021599,7.262857,7.361933,6.98352,0.511422,8.006364,5.960676,38.2761,10
691,7.588,7.676,7.462,7.632,7.632,6481500,2,3,0.602,8.366,1,0.007924,0.021595,7.348857,7.363733,7.00358,0.496769,7.997118,6.010042,35.6559,10
692,7.646,7.648,7.55,7.578,7.578,5793500,3,3,0.562,8.1,1,-0.007075,0.021491,7.429143,7.36,7.02086,0.486178,7.993216,6.048504,29.5385,10
693,8.472,9.336,8.34,8.786,8.786,70492500,0,4,1.596,8.372,0,0.159409,0.039978,7.657143,7.397733,7.05088,0.501475,8.05383,6.04793,51.9018,10
694,8.72,9.1,8.702,8.868,8.868,33262000,1,4,1.666,8.718,0,0.009333,0.039795,7.895143,7.4464,7.07656,0.527702,8.131964,6.021156,40.7619,10
695,8.62,8.694,8.042,8.22,8.22,28218000,2,4,0.896,8.75,1,-0.073072,0.043771,8.023143,7.458533,7.09646,0.532951,8.162362,6.030558,31.9422,10
696,8.222,8.45,8.162,8.402,8.402,11324000,3,4,0.896,8.66,1,0.022141,0.043603,8.151143,7.481667,7.1174,0.542707,8.202814,6.031986,33.1959,10
697,8.4,8.4,8.1,8.274,8.274,7762000,4,4,0.702,9.118,1,-0.015234,0.043592,8.251429,7.523067,7.13752,0.547945,8.23341,6.04163,32.1303,10
698,8.394,8.51,8.302,8.366,8.366,8395000,0,4,0.734,9.09,1,0.011119,0.043564,8.356286,7.5612,7.16054,0.550737,8.262014,6.059066,37.9617,10
699,8.36,8.366,8.066,8.1,8.1,8480500,1,4,0.522,9.394,1,-0.031795,0.044301,8.430857,7.602,7.1794,0.550288,8.279976,6.078824,30.3508,10
700,8.14,8.402,8.122,8.372,8.372,10605500,2,4,-0.414,9.566,1,0.03358,0.044711,8.371714,7.651533,7.1999,0.556178,8.312256,6.087544,32.4264,10
701,8.412,8.91,8.35,8.718,8.718,17237000,3,4,-0.15,10.038,1,0.041328,0.045426,8.350286,7.708133,7.22432,0.568672,8.361664,6.086976,38.9101,10
702,8.65,9.028,8.61,8.75,8.75,15747000,4,4,0.53,10.202,1,0.003671,0.045376,8.426,7.7676,7.25018,0.578678,8.407536,6.092824,41.9533,10
703,8.7,8.76,8.502,8.66,8.66,8407000,0,4,0.258,10.086,1,-0.010286,0.043379,8.462857,7.825267,7.2731,0.588688,8.450476,6.095724,35.9925,10
704,8.838,9.228,8.782,9.118,9.118,15902000,1,4,0.844,10.4,1,0.052887,0.042765,8.583429,7.892,7.29844,0.612771,8.523982,6.072898,38.4872,10
705,9.1,9.19,8.908,9.09,9.09,10592500,2,4,0.724,10.24,1,-0.003071,0.042748,8.686857,7.950667,7.32334,0.634315,8.59197,6.05471,37.7273,10
706,9.196,9.52,9.078,9.394,9.394,16839500,3,4,1.294,10.988,1,0.033443,0.04282,8.871714,8.012533,7.35234,0.661716,8.675772,6.028908,44.656600000000005,10
707,9.492,9.976,9.414,9.566,9.566,15058500,4,4,1.194,10.798,1,0.01831,0.042768,9.042286,8.076533,7.38374,0.69116,8.76606,6.00142,48.864,10
708,9.72,10.04,9.55,10.038,10.038,19697000,0,4,1.32,10.656,1,0.049341,0.043313,9.230857,8.154667,7.41958,0.734055,8.88769,5.95147,55.5315,10
709,10.2,10.584,10.132,10.202,10.202,18669000,1,4,1.452,10.822,1,0.016338,0.043313,9.438286,8.234067,7.4573,0.778272,9.013844,5.900756,58.6625,10
710,10.18,10.21,9.796,10.086,10.086,13150000,2,4,1.426,10.91,1,-0.01137,0.043695,9.642,8.309467,7.4917,0.817106,9.125912,5.857488,51.7605,10
711,10.1,10.48,10.1,10.4,10.4,13979500,3,4,1.282,11.9,1,0.031132,0.043807,9.825143,8.396267,7.52832,0.863717,9.255754,5.800886,54.3485,10
712,10.626,10.748,10.124,10.24,10.24,18110500,4,4,1.15,11.102,1,-0.015385,0.044317,9.989429,8.491933,7.56308,0.901754,9.366588,5.759572,51.389700000000005,10
713,10.352,10.998,10.24,10.988,10.988,18198500,0,4,1.594,11.158,1,0.073047,0.045748,10.217143,8.622933,7.60372,0.962212,9.528144,5.679296,58.6944,10
714,11.2,11.636,10.752,10.798,10.798,27613000,1,4,1.232,13.88,1,-0.017292,0.033093,10.393143,8.748533,7.6439,1.010165,9.66423,5.62357,59.2625,10
715,11.198,11.198,10.6,10.656,10.656,13714000,2,5,0.618,15.352,1,-0.013151,0.033491,10.481429,8.869867,7.68304,1.049911,9.782862,5.583218,58.054,10
716,10.77,11.054,10.74,10.822,10.822,15252000,3,5,0.62,17.559999,1,0.015578,0.027667,10.57,8.990933,7.72346,1.091765,9.90699,5.53993,59.6165,10
717,11.294,11.294,10.9,10.91,10.91,16893500,4,5,0.824,16.648001,1,0.008132,0.027618,10.687714,9.114533,7.76422,1.133511,10.031242,5.497198,59.643,10
718,11.278,11.932,11.1,11.9,11.9,21833500,0,5,1.5,16.968,1,0.090742,0.031618,10.902,9.267067,7.81408,1.203249,10.220578,5.407582,72.1146,10
719,12.4,12.474,11.024,11.102,11.102,49955000,1,5,0.862,18.450001,1,-0.067059,0.036659,11.025143,9.386933,7.85454,1.244808,10.344156,5.364924,57.3413,10
720,11.5,11.64,11.142,11.158,11.158,33849500,2,5,0.17,18.299999,1,0.005044,0.035201,11.049429,9.506467,7.8956,1.285134,10.465868,5.325332,58.2246,10
721,14.024,15.154,12.738,13.88,13.88,143025000,3,5,3.082,17.988001,1,0.243951,0.060971,11.489714,9.714733,7.96718,1.412172,10.791524,5.142836,106.4862,10
722,13.93,16.200001,13.85,15.352,15.352,125413000,4,5,4.696,17.518,1,0.106052,0.063374,12.160571,9.973867,8.05308,1.588386,11.229852,4.876308,127.0334,10
723,16.198,17.6,15.83,17.559999,17.559999,112084500,0,5,6.737999,17.448,0,0.143825,0.067794,13.123143,10.266333,8.15988,1.846752,11.853384,4.466376,155.2325,10
724,18.844,19.424,16.23,16.648001,16.648001,185819500,1,5,5.738001,18.546,1,-0.051936,0.069787,13.942857,10.525667,8.25718,2.02808,12.31334,4.20102,140.6476,10
725,16.360001,17.375999,15.622,16.968,16.968,84393500,2,5,5.068,19.416,1,0.019221,0.069712,14.666857,10.817267,8.35764,2.20258,12.7628,3.95248,145.1315,10
726,18.940001,19.0,17.732,18.450001,18.450001,108070000,3,5,7.348001,22.066,1,0.087341,0.070219,15.716572,11.1522,8.47328,2.417606,13.308492,3.638068,167.935,10
727,18.5,18.888,17.5,18.299999,18.299999,95011000,4,5,7.141999,20.926001,1,-0.00813,0.07089,16.736857,11.4864,8.58828,2.60357,13.79542,3.38114,169.1176,10
728,18.224001,18.5,17.726,17.988001,17.988001,41742000,0,5,4.108001,20.99,1,-0.017049,0.071708,17.323714,11.807133,8.6996,2.761923,14.223446,3.175754,162.36870000000002,10
729,17.700001,17.997999,17.056,17.518,17.518,44991000,1,5,2.166,19.552,1,-0.026129,0.072721,17.633143,12.121067,8.8076,2.891759,14.591118,3.024082,160.7621,10
730,17.274,18.191999,17.1,17.448,17.448,42840000,2,5,-0.111999,18.518,1,-0.003996,0.073035,17.617143,12.4236,8.9147,3.010237,14.935174,2.894226,158.9492,10
731,16.962,18.601999,16.610001,18.546,18.546,60111000,3,5,1.897999,18.968,1,0.06293,0.072821,17.888286,12.7512,9.03372,3.151527,15.336774,2.730666,179.13909999999998,10
732,18.52,19.59,18.4,19.416,19.416,80621000,4,5,2.448,19.073999,0,0.04691,0.072896,18.238,13.106733,9.16014,3.309563,15.779266,2.541014,186.6253,10
733,20.309999,22.15,20.059999,22.066,22.066,98459500,1,5,3.615999,19.469999,0,0.136485,0.075397,18.754571,13.5536,9.31008,3.545263,16.400606,2.219554,212.0192,10
734,22.709999,22.98,19.799999,20.926001,20.926001,125497500,2,5,2.626002,20.408001,0,-0.051663,0.077524,19.129715,13.9472,9.4498,3.722368,16.894536,2.005064,200.9203,0
735,20.492001,21.908001,20.24,20.99,20.99,80668500,3,5,3.001999,20.01,0,0.003058,0.076979,19.558572,14.343867,9.5909,3.887728,17.366356,1.815444,205.0872,0
736,21.252001,21.288,19.546,19.552,19.552,75860000,4,5,2.034,18.893999,0,-0.068509,0.079605,19.849143,14.682467,9.71774,4.003191,17.724122,1.711358,184.6826,0
737,19.524,19.524,17.65,18.518,18.518,95698000,0,6,1.07,19.546,1,-0.052885,0.081691,20.002,14.980867,9.83556,4.087051,18.009662,1.661458,174.9109,0
738,18.549999,19.284,18.48,18.968,18.968,44280500,1,6,0.422,19.636,1,0.024301,0.081562,20.062286,15.278533,9.95796,4.175373,18.308706,1.607214,181.9263,10
739,18.732,19.594,17.822001,19.073999,19.073999,61124000,2,6,-0.342001,20.059999,1,0.005588,0.080482,20.013429,15.574267,10.08164,4.260386,18.602412,1.560868,184.4318,10
740,19.049999,19.854,19.021999,19.469999,19.469999,47554500,3,6,-2.596001,20.440001,1,0.020761,0.07766,19.642571,15.887067,10.21052,4.347495,18.90551,1.51553,195.8067,10
741,19.6,20.58,19.34,20.408001,20.408001,53558000,4,6,-0.518,20.677999,1,0.048177,0.077543,19.568571,16.220667,10.34808,4.450178,19.248436,1.447724,206.795,10
742,19.785999,20.504,19.714001,20.01,20.01,46143000,0,6,-0.98,20.936001,1,-0.019502,0.06107,19.428571,16.546333,10.48038,4.538806,19.557992,1.402768,195.1327,10
743,19.636,19.736,18.809999,18.893999,18.893999,36970000,1,6,-0.658001,20.129999,1,-0.055772,0.059769,19.334571,16.809867,10.60112,4.600623,19.802366,1.399874,177.0381,10
744,19.360001,20.096001,19.15,19.546,19.546,45963500,2,6,1.028,19.91,1,0.034508,0.051919,19.481428,17.101467,10.72782,4.670925,20.06967,1.38597,184.2641,10
745,19.799999,19.856001,19.024,19.636,19.636,29808000,3,6,0.668,20.298,1,0.004605,0.050182,19.576857,17.4008,10.85514,4.738676,20.332492,1.377788,184.4148,10
746,20.0,20.504,19.865999,20.059999,20.059999,32823500,4,6,0.986,20.48,1,0.021593,0.050208,19.717714,17.708733,10.98536,4.811091,20.607542,1.363178,185.0241,10
747,20.719999,20.950001,20.24,20.440001,20.440001,35331000,0,6,0.970002,21.143999,1,0.018943,0.047,19.856286,18.0264,11.11776,4.887442,20.892644,1.342876,183.8889,10
748,20.35,20.796,19.84,20.677999,20.677999,43976500,1,6,0.269998,21.85,1,0.011644,0.046903,19.894857,18.319,11.25056,4.965151,21.180862,1.320258,179.508,10
749,20.412001,21.334,20.402,20.936001,20.936001,42894500,2,6,0.926001,21.472,1,0.012477,0.046592,20.027143,18.6468,11.38596,5.042983,21.471926,1.299994,183.0719,10
750,20.93,21.426001,19.889999,20.129999,20.129999,50532500,3,6,1.236,23.436001,1,-0.038498,0.047123,20.203714,18.945867,11.5112,5.103314,21.717828,1.304572,164.6595,10
751,20.74,20.74,19.5,19.91,19.91,58593000,4,6,0.364,23.563999,1,-0.010929,0.047233,20.255714,19.146867,11.6344,5.156132,21.946664,1.322136,162.3188,10
752,19.299999,20.573999,19.059999,20.298,20.298,35599000,0,6,0.662,23.048,1,0.019488,0.0456,20.350286,19.311733,11.76234,5.211046,22.184432,1.340248,170.4957,10
753,20.620001,20.84,20.110001,20.48,20.48,29243500,1,6,0.420001,24.018,1,0.008966,0.044609,20.410286,19.409067,11.89212,5.265197,22.422514,1.361726,172.9939,10
754,20.76,21.174,20.532,21.143999,21.143999,33013000,2,6,0.703998,24.322001,1,0.032422,0.033487,20.510857,19.558933,12.02696,5.328005,22.68297,1.37095,176.0313,10
755,21.35,22.049999,21.226,21.85,21.85,43724500,3,6,1.172001,24.690001,1,0.03339,0.032235,20.678286,19.721667,12.16998,5.398056,22.966092,1.373868,189.4807,10
756,21.714001,21.888,21.341999,21.472,21.472,28743000,4,6,0.535999,24.454,1,-0.0173,0.032525,20.754857,19.8224,12.30844,5.457572,23.223584,1.393296,181.5631,0
757,21.872,23.554001,21.83,23.436001,23.436001,54518000,0,7,3.306002,25.122,1,0.091468,0.033986,21.227143,19.9936,12.46446,5.550587,23.565634,1.363286,199.1575,0
758,23.65,24.378,23.1,23.563999,23.563999,60320500,1,7,3.653999,25.98,1,0.005462,0.030901,21.749143,20.179467,12.62114,5.64073,23.9026,1.33968,198.4296,0
759,23.6,23.85,22.854,23.048,23.048,24033500,2,7,2.75,25.452,1,-0.021898,0.031617,22.142,20.3638,12.77314,5.715116,24.203372,1.342908,193.6799,0
760,23.664,24.056,23.139999,24.018,24.018,34093500,4,7,3.538,21.809999,0,0.042086,0.032369,22.647428,20.5828,12.93648,5.800968,24.538416,1.334544,212.5716,0
761,24.274,24.436001,23.764,24.322001,24.322001,39071000,0,7,3.178002,24.049999,0,0.012657,0.032301,23.101429,20.775333,13.10392,5.885769,24.875458,1.332382,220.9554,0
762,24.927999,25.063999,24.382,24.690001,24.690001,43016500,1,7,2.840001,23.806,0,0.01513,0.031193,23.507143,20.951133,13.27392,5.972683,25.219286,1.328554,221.0663,0
763,24.638,24.65,24.158001,24.454,24.454,28000500,2,7,2.982,23.936001,0,-0.009559,0.030802,23.933143,21.030733,13.44192,6.0488,25.53952,1.34432,219.4931,0
764,24.976,25.218,24.469999,25.122,25.122,37418000,3,7,1.685999,24.486,0,0.027317,0.027031,24.174,21.1706,13.61906,6.129156,25.877372,1.360748,239.1199,0
765,25.1,25.988001,24.902,25.98,25.98,56720000,4,7,2.416001,24.548,0,0.034153,0.027018,24.519143,21.336933,13.8003,6.224247,26.248794,1.351806,230.7026,0
766,26.606001,26.652,25.364,25.452,25.452,49612000,0,7,2.404,24.34,0,-0.020323,0.027981,24.862572,21.5336,13.97774,6.301259,26.580258,1.375222,230.2024,0
